ts,cpu_total_pct,mem_used_bytes,mem_total_bytes,proc_rss_bytes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
1760290540.6521375,51.8,17319325696,134892691456,167383040,35831015936,583762187264,440795949166,480407957601
1760290541.1528878,51.6,17313296384,134892691456,167383040,35831015936,583762187264,440795949487,480407957922
1760290541.6537633,51.9,17322143744,134892691456,167383040,35831015936,583762187264,440795965714,480407974556
1760290542.1547077,51.7,17316950016,134892691456,167383040,35831015936,583762187264,440795967075,480407975917
1760290542.655614,51.8,17312763904,134892691456,167383040,35831015936,583762187264,440795988780,480407997887
1760290543.1565192,52.1,17326465024,134892691456,167383040,35831015936,583762187264,440795989725,480407998832
1760290543.6574175,51.7,17320472576,134892691456,167383040,35831015936,583762187264,440796011101,480408020561
1760290544.1583264,52.1,17334366208,134892691456,167383040,35831015936,583762187264,440796011422,480408020882
1760290544.6592104,51.7,17328263168,134892691456,167383040,35831015936,583762187264,440796027937,480408037599
1760290545.1602821,52.1,17337602048,134892691456,167383040,35831015936,583762187264,440796028258,480408037920
1760290545.6614997,51.5,17329946624,134892691456,167383040,35831015936,583762187264,440796044774,480408054773
1760290546.162409,52.5,17340940288,134892691456,167383040,35831015936,583762187264,440796045095,480408055094
1760290546.663352,51.7,17333874688,134892691456,167383040,35831015936,583762187264,440796062316,480408072826
1760290547.1642375,51.6,17328939008,134892691456,167383040,35831015936,583762187264,440796062637,480408073147
1760290547.6651382,52.1,17337532416,134892691456,167383040,35831015936,583762187264,440796078364,480408088874
1760290548.1661775,51.6,17331216384,134892691456,167383040,35831015936,583762187264,440796080851,480408091672
1760290548.6671674,52.3,17338073088,134892691456,167383040,35831015936,583762187264,440796100658,480408111479
1760290549.1684272,51.5,17334247424,134892691456,167383040,35831015936,583762187264,440796102108,480408113514
1760290549.6696718,52.0,17341403136,134892691456,167383040,35831015936,583762187264,440796117560,480408128966
1760290550.1707575,51.8,17339052032,134892691456,167383040,35831015936,583762187264,440796119568,480408131376
1760290550.671592,51.7,17332731904,134892691456,167383040,35831015936,583762187264,440796135020,480408146828
1760290551.1726205,52.2,17343602688,134892691456,167383040,35831015936,583762187264,440796136560,480408148658
1760290551.6736264,51.6,17331933184,134892691456,167383040,35831015936,583762187264,440796152351,480408164110
1760290552.1744757,52.1,17326850048,134892691456,167383040,35831015936,583762187264,440796154113,480408165735
1760290552.675511,51.6,17315946496,134892691456,167383040,35831015936,583762187264,440796170880,480408182502
1760290553.1763632,52.3,17335664640,134892691456,167383040,35831015936,583762187264,440796177892,480408189627
1760290553.6771948,51.8,17330630656,134892691456,167383040,35831015936,583762187264,440796198323,480408210058
1760290554.178237,51.6,17324085248,134892691456,167383040,35831015936,583762187264,440796200779,480408213012
1760290554.6792412,52.1,17336582144,134892691456,167383040,35831015936,583762187264,440796216231,480408228464
1760290555.1805766,51.6,17329750016,134892691456,167383040,35831015936,583762187264,440796218451,480408231266
1760290555.6815734,52.1,17336549376,134892691456,167383040,35831015936,583762187264,440796233903,480408246718
1760290556.1824963,51.7,17335844864,134892691456,167383040,35831015936,583762187264,440796236111,480408249510
1760290556.6833582,53.3,17330966528,134892691456,167383040,35831015936,583762187264,440796251563,480408264962
1760290557.1842725,51.8,17326665728,134892691456,167383040,35831015936,583762187264,440796253324,480408267129
1760290557.6851487,52.2,17319673856,134892691456,167383040,35831015936,583762187264,440796269051,480408282856
1760290558.1862102,51.6,17315872768,134892691456,167383040,35831015936,583762187264,440796270991,480408285083
1760290558.6872385,51.6,17309302784,134892691456,167383040,35831015936,583762187264,440796290798,480408304890
1760290559.1886911,51.8,17326252032,134892691456,167383040,35831015936,583762187264,440796292261,480408306519
1760290559.6900675,51.8,17321025536,134892691456,167383040,35831015936,583762187264,440796307713,480408321971
1760290560.1911228,52.1,17328476160,134892691456,167383040,35831015936,583762187264,440796309387,480408324267
1760290560.692328,51.6,17321889792,134892691456,167383040,35831015936,583762187264,440796324839,480408339719
